Type,Date,Description,Address,Latitude,Longitude,City,State,Median Household Income,Address_Clean
Other,09/13/2024 7:02 PM,DOMESTIC DISPUTE 12105 MIS 40207A,"ALEXIS AND 800 BLOCK OF W ALEXIS RD, Toledo, OH",41.740246,-83.567167,Toledo,OH,"$45,405","alexis and 800 block of w alexis rd, toledo, oh"
Assault,09/12/2024 9:24 PM,"ASSAULT, SIMPLE 36586 ORC 2903.13","ALEXIS AND 800 BLOCK OF W ALEXIS RD, Toledo, OH",41.740246,-83.567167,Toledo,OH,"$45,405","alexis and 800 block of w alexis rd, toledo, oh"
Arrest,09/12/2024 1:36 AM,DRUG PARAPHERNALIA 17401 ORC 2929.141C,"LEWIS AND 5800 BLOCK OF LEWIS AVENUE, Toledo, OH",41.740246,-83.567167,Toledo,OH,"$45,405","lewis and 5800 block of lewis avenue, toledo, oh"
Arrest,09/11/2024 1:45 AM,WARRANT SERVICE 32650 MIS 43000,"ALEXIS AND 1200 BLOCK OF W ALEXIS RD, Toledo, OH",41.740246,-83.567167,Toledo,OH,"$45,405","alexis and 1200 block of w alexis rd, toledo, oh"
Assault,09/10/2024 8:25 PM,"ASSAULT, SIMPLE 36586 ORC 2903.13","MCDONALDS AND 800 BLOCK OF W ALEXIS RD, Toledo, OH",41.740246,-83.567167,Toledo,OH,"$45,405","mcdonalds and 800 block of w alexis rd, toledo, oh"
Vandalism,09/07/2024 6:55 PM,CRIMINAL DAMAGE 4330 ORC 2909.06,"BROOKE PARK AND 1400 BLOCK OF BROOKE PARK DRIVE, Toledo, OH",41.740246,-83.567167,Toledo,OH,"$45,405","brooke park and 1400 block of brooke park drive, toledo, oh"
Assault,09/02/2024 8:05 PM,TELCOMMUNICATION HARASSMENT 11750 ORC 2917.21,"BROOKE PARK AND 1500 BLOCK OF BROOKE PARK DRIVE 6, Toledo, OH",41.740246,-83.567167,Toledo,OH,"$45,405","brooke park and 1500 block of brooke park drive 6, toledo, oh"
Assault,08/28/2024 3:35 PM,"ASSAULT, SIMPLE 36586 ORC 2903.13","GRIBBIN AND 800 BLOCK OF GRIBBIN LANE, Toledo, OH",41.740246,-83.567167,Toledo,OH,"$45,405","gribbin and 800 block of gribbin lane, toledo, oh"
Arrest,08/28/2024 12:30 PM,DRUG ABUSE INSTRUMENT 8560 ORC 2925.12,"ALEXIS AND 800 BLOCK OF W ALEXIS RD, Toledo, OH",41.740246,-83.567167,Toledo,OH,"$45,405","alexis and 800 block of w alexis rd, toledo, oh"
Arrest,08/28/2024 2:02 AM,WARRANT SERVICE 32650 MIS 43000,"ALEXIS+LEWIS AND ALEXIS+LEWIS, Toledo, OH",41.740246,-83.567167,Toledo,OH,"$45,405","alexis+lewis and alexis+lewis, toledo, oh"
Other,08/27/2024 5:26 PM,DOMESTIC DISPUTE 12105 MIS 40207A,"BROOKE PARK AND 1100 BLOCK OF BROOKE PARK DRIVE, Toledo, OH",41.740246,-83.567167,Toledo,OH,"$45,405","brooke park and 1100 block of brooke park drive, toledo, oh"
Assault,08/24/2024 4:16 AM,"ASSAULT, SIMPLE 36586 ORC 2903.13","STATE LINE AND 900 BLOCK OF W STATE LINE RD, Toledo, OH",41.740246,-83.567167,Toledo,OH,"$45,405","state line and 900 block of w state line rd, toledo, oh"
Other,08/24/2024 1:30 AM,MISSINGAVALKAWAY ADULT 32600 MIS 42110,"LEWIS AND 5800 BLOCK OF LEWIS AVENUE, Toledo, OH",41.740246,-83.567167,Toledo,OH,"$45,405","lewis and 5800 block of lewis avenue, toledo, oh"
Arrest,08/21/2024 11:21 PM,WARRANT SERVICE 32650 MIS 43000,"BROOKE PARK AND 1300 BLOCK OF BROOKE PARK DRIVE, Toledo, OH",41.740246,-83.567167,Toledo,OH,"$45,405","brooke park and 1300 block of brooke park drive, toledo, oh"
Other,08/18/2024 8:40 PM,DOMESTIC DISPUTE 12105 MIS 40207A,"ALEXIS AND 1100 BLOCK OF W ALEXIS RD, Toledo, OH",41.740246,-83.567167,Toledo,OH,"$45,405","alexis and 1100 block of w alexis rd, toledo, oh"
Other,08/16/2024 10:42 PM,"DISORDERLY CONDUCT, DISTURB 11100 ORC 2917.11 |","BROOKE PARK AND 1400 BLOCK OF BROOKE PARK DRIVE, Toledo, OH",41.740246,-83.567167,Toledo,OH,"$45,405","brooke park and 1400 block of brooke park drive, toledo, oh"
Arrest,08/15/2024 11:31 PM,DISORDERLY CONDUCT INTOX 10900 ORC 2917.11,"TOP SHOTS AND 5800 BLOCK OF LEWIS AVENUE, Toledo, OH",41.740246,-83.567167,Toledo,OH,"$45,405","top shots and 5800 block of lewis avenue, toledo, oh"
Other,08/15/2024 12:30 PM,DOMESTIC DISPUTE 12105 MIS 40207A,"BROOKE PARK AND 1300 BLOCK OF BROOKE PARK DRIVE, Toledo, OH",41.740246,-83.567167,Toledo,OH,"$45,405","brooke park and 1300 block of brooke park drive, toledo, oh"
Theft,08/12/2024 7:00 PM,THEFT 10088506 ORC 2913.02,"BROOKE PARK AND 1500 BLOCK OF BROOKE PARK DRIVE, Toledo, OH",41.740246,-83.567167,Toledo,OH,"$45,405","brooke park and 1500 block of brooke park drive, toledo, oh"
Assault,08/10/2024 7:45 AM,CORRUPT OF MINOR (SEXUAL) 7100 ORC 2907.04,"MORNINGSIDE AND 6000 BLOCK OF MORNINGSIDE DRIVE, Toledo, OH",41.740246,-83.567167,Toledo,OH,"$45,405","morningside and 6000 block of morningside drive, toledo, oh"
Arrest,08/09/2024 1:40 PM,WARRANT SERVICE 32650 MIS 43000,"LEWIS AND 6000 BLOCK OF LEWIS AVENUE, Toledo, OH",41.740246,-83.567167,Toledo,OH,"$45,405","lewis and 6000 block of lewis avenue, toledo, oh"
Vandalism,08/05/2024 10:53 PM,CRIMINAL DAMAGE 4330 ORC 2909.06,"MCCLURE AND 1300 BLOCK OF MCCLURE RD, Toledo, OH",41.740246,-83.567167,Toledo,OH,"$45,405","mcclure and 1300 block of mcclure rd, toledo, oh"
Other,08/05/2024 6:53 PM,DOMESTIC DISPUTE 12105 MIS 40207A,"MCCLURE AND 1300 BLOCK OF MCCLURE RD, Toledo, OH",41.740246,-83.567167,Toledo,OH,"$45,405","mcclure and 1300 block of mcclure rd, toledo, oh"
Theft,08/03/2024 6:00 PM,"THEFT, FROM A MOTOR VEHICLE (NOT PART) 2410 ORC = 2913.02B2 (MV)","900 BLOCK OF GRIBBON LANE AND 900 BLOCK OF GRIBBIN LANE, Toledo, OH",41.740246,-83.567167,Toledo,OH,"$45,405","900 block of gribbon lane and 900 block of gribbin lane, toledo, oh"
Vandalism,08/02/2024 5:44 PM,CRIMINAL DAMAGE 4330 ORC 2909.06,"ALEXIS AND 700 BLOCK OF W ALEXIS RD, Toledo, OH",41.740246,-83.567167,Toledo,OH,"$45,405","alexis and 700 block of w alexis rd, toledo, oh"
Theft,08/02/2024 1:30 PM,"THEFT, FROM A MOTOR VEHICLE (NOT PART) 2410 ORC = 2913.02B2 (MV)","LEWIS AND 5800 BLOCK OF LEWIS AVENUE, Toledo, OH",41.740246,-83.567167,Toledo,OH,"$45,405","lewis and 5800 block of lewis avenue, toledo, oh"
Assault,07/28/2024 11:10 PM,"ASSAULT, SIMPLE 36586 ORC 2903.13","BROOKE PARK AND 1400 BLOCK OF BROOKE PARK DRIVE, Toledo, OH",41.740246,-83.567167,Toledo,OH,"$45,405","brooke park and 1400 block of brooke park drive, toledo, oh"
Robbery,07/27/2024 8:00 PM,"ROBBERY, AGG (WEAPON) 1310 ORC 2911.01","DOLLAR GENERAL AND 5800 BLOCK OF LEWIS AVENUE, Toledo, OH",41.740246,-83.567167,Toledo,OH,"$45,405","dollar general and 5800 block of lewis avenue, toledo, oh"
Theft,07/23/2024 10:00 AM,"THEFT, PETIT 2400 ORC 2913.02B2","BROOKE PARK AND 1100 BLOCK OF BROOKE PARK DRIVE, Toledo, OH",41.740246,-83.567167,Toledo,OH,"$45,405","brooke park and 1100 block of brooke park drive, toledo, oh"
Other,07/21/2024 10:43 AM,DOMESTIC DISPUTE 12105 MIS 40207A,"BROOKE PARK AND 1400 BLOCK OF BROOKE PARK DRIVE APT 1, Toledo, OH",41.740246,-83.567167,Toledo,OH,"$45,405","brooke park and 1400 block of brooke park drive apt 1, toledo, oh"
Theft,07/18/2024 1:00 PM,"THEFT, FROM A MOTOR VEHICLE (NOT PART) 2410 ORC = 2913.02B2 (MV)","OPPORTUNITY AND 5700 BLOCK OF OPPORTUNITY DRIVE, Toledo, OH",41.740246,-83.567167,Toledo,OH,"$45,405","opportunity and 5700 block of opportunity drive, toledo, oh"
Vandalism,07/18/2024 1:00 PM,CRIMINAL DAMAGE 4330 ORC 2909.06,"OPPORTUNITY AND 5700 BLOCK OF OPPORTUNITY DRIVE, Toledo, OH",41.740246,-83.567167,Toledo,OH,"$45,405","opportunity and 5700 block of opportunity drive, toledo, oh"
Theft,07/17/2024 3:30 PM,FORGERY 4100 ORC 2913.31,"FIFTH THIRD BANK AND 1000 BLOCK OF W ALEXIS RD, Toledo, OH",41.740246,-83.567167,Toledo,OH,"$45,405","fifth third bank and 1000 block of w alexis rd, toledo, oh"
Theft,07/16/2024 7:26 AM,"THEFT, PETIT 2400 ORC 2913.02B2","DORRELL MANOR APTS AND 5800 BLOCK OF SOUTHWYCK BOULEVARD 204, Toledo, OH",41.740246,-83.567167,Toledo,OH,"$45,405","dorrell manor apts and 5800 block of southwyck boulevard 204, toledo, oh"
Other,07/14/2024 12:53 AM,DOMESTIC DISPUTE 12105 MIS 40207A,"BROOKE PARK AND 1400 BLOCK OF BROOKE PARK DRIVE, Toledo, OH",41.740246,-83.567167,Toledo,OH,"$45,405","brooke park and 1400 block of brooke park drive, toledo, oh"
Theft,07/12/2024 11:30 PM,"THEFT, FROM A MOTOR VEHICLE (NOT PART) 2410 ORC = 2913.02B2 (MV)","HOLLY GLENN AND 5900 BLOCK OF HOLLY GLENN DRIVE, Toledo, OH",41.740246,-83.567167,Toledo,OH,"$45,405","holly glenn and 5900 block of holly glenn drive, toledo, oh"
Other,07/12/2024 12:30 AM,DOMESTIC DISPUTE 12105 MIS 40207A,"ROLLAND AND 6100 BLOCK OF ROLLAND DRIVE, Toledo, OH",41.740246,-83.567167,Toledo,OH,"$45,405","rolland and 6100 block of rolland drive, toledo, oh"
Assault,07/10/2024 5:25 PM,"ASSAULT, SIMPLE 36586 ORC 2903.13","ALEXIS AND 800 BLOCK OF W ALEXIS RD, Toledo, OH",41.740246,-83.567167,Toledo,OH,"$45,405","alexis and 800 block of w alexis rd, toledo, oh"
Other,07/06/2024 6:29 PM,"TRESPASS, CRIMINAL 22400 ORC 2911.21","RAINBOW SHOPS AND 5800 BLOCK OF LEWIS AVENUE, Toledo, OH",41.740246,-83.567167,Toledo,OH,"$45,405","rainbow shops and 5800 block of lewis avenue, toledo, oh"
Vandalism,07/04/2024 12:30 PM,CRIMINAL DAMAGE 4330 ORC 2909.06,"STATE LINE AND 400 BLOCK OF W STATE LINE RD, Toledo, OH",41.740246,-83.567167,Toledo,OH,"$45,405","state line and 400 block of w state line rd, toledo, oh"
Other,05/13/2024 11:53 PM,CIVIL & FAMILY DISPUTES,"500 BLOCK OF GLEN OAKS DR, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","500 block of glen oaks dr, muskegon, mi"
Other,05/13/2024 9:16 PM,GENERAL NON-CRIMINAL,"500 BLOCK OF GLEN OAKS DR, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","500 block of glen oaks dr, muskegon, mi"
Other,05/13/2024 5:20 PM,CIVIL & FAMILY DISPUTES,"500 BLOCK OF GLEN OAKS DR, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","500 block of glen oaks dr, muskegon, mi"
Other,05/13/2024 10:56 AM,CIVIL & FAMILY DISPUTES,"500 BLOCK OF GLEN OAKS DR, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","500 block of glen oaks dr, muskegon, mi"
Other,05/13/2024 1:49 AM,SUSPICIOUS SITUATIONS,"1400 BLOCK OF E APPLE AV, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","1400 block of e apple av, muskegon, mi"
Other,05/12/2024 11:50 PM,ORDINANCE VIOLATION,"1900 BLOCK OF CARRIAGE RD, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","1900 block of carriage rd, muskegon, mi"
Burglary,05/12/2024 9:55 PM,BURGLARY,"1300 BLOCK OF ALLEN AV, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","1300 block of allen av, muskegon, mi"
Other,05/12/2024 1:01 PM,SUSPICIOUS SITUATIONS,"1900 BLOCK OF CARRIAGE RD, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","1900 block of carriage rd, muskegon, mi"
Other,05/12/2024 4:11 AM,SUSPICIOUS SITUATIONS,"300 BLOCK OF SHONAT ST, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","300 block of shonat st, muskegon, mi"
Theft,05/12/2024 3:20 AM,MOTOR VEHICLE THEFT,"400 BLOCK OF GLEN OAKS DR, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","400 block of glen oaks dr, muskegon, mi"
Other,05/11/2024 8:48 PM,CIVIL & FAMILY DISPUTES,"400 BLOCK OF GLEN OAKS DR, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","400 block of glen oaks dr, muskegon, mi"
Other,05/11/2024 6:09 PM,SUSPICIOUS SITUATIONS,"600 BLOCK OF HARVEY ST, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","600 block of harvey st, muskegon, mi"
Other,05/11/2024 6:04 AM,SUSPICIOUS SITUATIONS,"1900 BLOCK OF CARRIAGE RD, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","1900 block of carriage rd, muskegon, mi"
Other,05/10/2024 7:06 PM,SUSPICIOUS SITUATIONS,"300 BLOCK OF SHONAT ST, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","300 block of shonat st, muskegon, mi"
Other,05/09/2024 9:30 PM,SUSPICIOUS SITUATIONS,"400 BLOCK OF GLEN OAKS DR, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","400 block of glen oaks dr, muskegon, mi"
Assault,05/08/2024 9:20 PM,INTIMIDATION / STALKING,"500 BLOCK OF GLEN OAKS DR, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","500 block of glen oaks dr, muskegon, mi"
Other,05/07/2024 8:14 PM,CIVIL & FAMILY DISPUTES,"400 BLOCK OF GLEN OAKS DR, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","400 block of glen oaks dr, muskegon, mi"
Other,05/05/2024 2:10 PM,OBSTRUCTING JUSTICE,"1300 BLOCK OF ALBERT AV, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","1300 block of albert av, muskegon, mi"
Other,05/05/2024 9:02 AM,CIVIL & FAMILY DISPUTES,"1900 BLOCK OF SURREY PL, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","1900 block of surrey pl, muskegon, mi"
Assault,05/05/2024 4:25 AM,AGG/FELONIOUS ASSAULT,"200 BLOCK OF CRESTON ST, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","200 block of creston st, muskegon, mi"
Other,05/05/2024 1:25 AM,SUSPICIOUS SITUATIONS,"1900 BLOCK OF CARRIAGE RD, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","1900 block of carriage rd, muskegon, mi"
Other,05/04/2024 11:24 PM,CIVIL & FAMILY DISPUTES,"400 BLOCK OF GLEN OAKS DR, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","400 block of glen oaks dr, muskegon, mi"
Other,05/04/2024 10:40 PM,CIVIL & FAMILY DISPUTES,"1300 BLOCK OF ALLEN AV, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","1300 block of allen av, muskegon, mi"
Assault,05/04/2024 8:45 PM,ASSAULT OTHER,"200 BLOCK OF CRESTON ST, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","200 block of creston st, muskegon, mi"
Other,05/04/2024 1:06 PM,CIVIL & FAMILY DISPUTES,"600 BLOCK OF GLEN OAKS DR, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","600 block of glen oaks dr, muskegon, mi"
Other,05/04/2024 9:28 AM,SUSPICIOUS SITUATIONS,"500 BLOCK OF GLEN OAKS DR, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","500 block of glen oaks dr, muskegon, mi"
Other,05/04/2024 8:43 AM,CIVIL & FAMILY DISPUTES,"400 BLOCK OF GLEN OAKS DR, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","400 block of glen oaks dr, muskegon, mi"
Theft,05/04/2024 3:30 AM,LARCENY,"500 BLOCK OF GLEN OAKS DR, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","500 block of glen oaks dr, muskegon, mi"
Other,05/04/2024 1:12 AM,SUSPICIOUS SITUATIONS,"400 BLOCK OF GLEN OAKS DR, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","400 block of glen oaks dr, muskegon, mi"
Other,05/03/2024 10:10 AM,CIVIL & FAMILY DISPUTES,"1800 BLOCK OF CARRIAGE RD, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","1800 block of carriage rd, muskegon, mi"
Other,05/01/2024 12:33 AM,SUSPICIOUS SITUATIONS,"1300 BLOCK OF JAMES AV AND CRESTON ST, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","1300 block of james av and creston st, muskegon, mi"
Other,04/30/2024 9:36 PM,DISORDERLY CONDUCT,"100 BLOCK OF GLEN OAKS DR AND HARVEY ST, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","100 block of glen oaks dr and harvey st, muskegon, mi"
Other,04/30/2024 9:36 PM,DISORDERLY CONDUCT,"600 BLOCK OF GLEN OAKS DR AND HARVEY ST, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","600 block of glen oaks dr and harvey st, muskegon, mi"
Other,04/30/2024 3:43 PM,SUSPICIOUS SITUATIONS,"400 BLOCK OF GLEN OAKS DR, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","400 block of glen oaks dr, muskegon, mi"
Other,04/30/2024 1:05 PM,SUSPICIOUS SITUATIONS,"400 BLOCK OF GLEN OAKS DR, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","400 block of glen oaks dr, muskegon, mi"
Theft,04/30/2024 1:00 PM,IDENTITY THEFT - NO LOSS,"1900 BLOCK OF SURREY PL, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","1900 block of surrey pl, muskegon, mi"
Other,04/30/2024 10:08 AM,CIVIL & FAMILY DISPUTES,"400 BLOCK OF GLEN OAKS DR, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","400 block of glen oaks dr, muskegon, mi"
Arrest,04/30/2024 12:26 AM,VIOLATION OF CONTROLLED SUBSTANCE ACT,"1500 BLOCK OF MARQUETTE AV AND BROADMOOR ST, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","1500 block of marquette av and broadmoor st, muskegon, mi"
Assault,04/30/2024 12:26 AM,INTIMIDATION,"1500 BLOCK OF MARQUETTE AV, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","1500 block of marquette av, muskegon, mi"
Assault,04/29/2024 11:13 PM,INTIMIDATION / STALKING,"200 BLOCK OF SHONAT ST, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","200 block of shonat st, muskegon, mi"
Other,04/29/2024 10:26 PM,SUSPICIOUS SITUATIONS,"500 BLOCK OF GLEN OAKS DR, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","500 block of glen oaks dr, muskegon, mi"
Other,04/29/2024 8:29 PM,CIVIL & FAMILY DISPUTES,"1400 BLOCK OF E APPLE AV, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","1400 block of e apple av, muskegon, mi"
Other,04/29/2024 4:39 AM,SUSPICIOUS SITUATIONS,"400 BLOCK OF GLEN OAKS DR, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","400 block of glen oaks dr, muskegon, mi"
Other,04/26/2024 5:55 PM,SUSPICIOUS SITUATIONS,"400 BLOCK OF GLEN OAKS DR, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","400 block of glen oaks dr, muskegon, mi"
Other,04/26/2024 10:35 AM,NEIGHBOR TROUBLES,"400 BLOCK OF GLEN OAKS DR, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","400 block of glen oaks dr, muskegon, mi"
Theft,04/25/2024 2:19 PM,IDENTITY THEFT - FRAUD,"600 BLOCK OF GLEN OAKS DR, MUSKEGON, MI",43.2477608,-86.19648499914562,MUSKEGON,MI,"$40,900","600 block of glen oaks dr, muskegon, mi"
Other,09/27/2024 11:54 PM,Trespass. male walking on property. Incident #,"42XX TRUMAN ST, Ottawa County, MI",43.4672118,-85.9717688,Ottawa County,MI,"$83,932","42xx truman st, ottawa county, mi"
Theft,09/26/2024 6:20 AM,Fraud. tx ref fem scammed by male subj. Incident #,"236XX 36TH AVE, Ottawa County, MI",43.4672118,-85.9717688,Ottawa County,MI,"$83,932","236xx 36th ave, ottawa county, mi"
Other,09/10/2024 3:22 AM,Suspicious Person/Vehicle. yellow helicopter flying close to houses. Incident #,"36TH AVE  / TRUMAN ST, Ottawa County, MI",43.4672118,-85.9717688,Ottawa County,MI,"$83,932","36th ave  / truman st, ottawa county, mi"
Vandalism,08/30/2024 9:20 PM,Property Damage Crash. CAR VS DEER NOT BLOCKING. Incident #,"24TH AVE  / HOOVER ST, Ottawa County, MI",43.4672118,-85.9717688,Ottawa County,MI,"$83,932","24th ave  / hoover st, ottawa county, mi"
Other,08/27/2024 10:22 AM,Civil Matters Non-Criminal. civil over veh for tx only. Incident #,"226XX 16TH AVE, Ottawa County, MI",43.4672118,-85.9717688,Ottawa County,MI,"$83,932","226xx 16th ave, ottawa county, mi"
Other,08/11/2024 11:44 PM,Suspicious Person/Vehicle. Incident #,"222XX 24TH AVE, Ottawa County, MI",43.4672118,-85.9717688,Ottawa County,MI,"$83,932","222xx 24th ave, ottawa county, mi"
Shooting,08/06/2024 1:00 AM,"A Report Of Shooting, A 48 Years Old Man With Numerous Gunshot Wounds, And A 33 Years Old Women With A Single Gunshot Wound.","200 BLOCK OF EAST SHERMAN AVENUE, Muskegon Heights, MI",43.4672118,-85.9717688,Muskegon Heights,MI,"$35,216","200 block of east sherman avenue, muskegon heights, mi"
Vandalism,08/05/2024 6:43 AM,Property Damage Crash. car vs deer last monday night  **tx only**. Incident #,"32ND AVE  / TRUMAN ST, Ottawa County, MI",43.4672118,-85.9717688,Ottawa County,MI,"$83,932","32nd ave  / truman st, ottawa county, mi"
Other,08/04/2024 5:21 AM,Animal Complaint. 6 ft alligator in crockery lake - notified the dnr. Incident #,"222XX 24TH AVE, Ottawa County, MI",43.4672118,-85.9717688,Ottawa County,MI,"$83,932","222xx 24th ave, ottawa county, mi"
Other,07/30/2024 4:01 AM,Animal Complaint. Incident #,"25XX CROCKERY SHORES RD, Ottawa County, MI",43.4672118,-85.9717688,Ottawa County,MI,"$83,932","25xx crockery shores rd, ottawa county, mi"
Other,07/29/2024 12:06 AM,Civil Matters Non-Criminal. ex wife took truck friday morning *tx only. Incident #,"237XX 8TH AVE, Ottawa County, MI",43.4672118,-85.9717688,Ottawa County,MI,"$83,932","237xx 8th ave, ottawa county, mi"
Vandalism,07/26/2024 10:10 PM,Property Damage Crash. WHT EXPEDITION V DEER - NOT BLKING. Incident #,"TRUMAN ST  / SQUIRES RD, Ottawa County, MI",43.4672118,-85.9717688,Ottawa County,MI,"$83,932","truman st  / squires rd, ottawa county, mi"
Other,07/22/2024 1:18 PM,SUSPICIOUS INCIDENT. Agency,"100 BLOCK OF EAST ST NW CASNOVIA, CASNOVIA, MI",43.4672118,-85.9717688,CASNOVIA,MI,"$69,643","100 block of east st nw casnovia, casnovia, mi"
Other,07/20/2024 8:47 AM,Animal Complaint. 3 dogs left in a black town and country. Incident #,"222XX 24TH AVE, Ottawa County, MI",43.4672118,-85.9717688,Ottawa County,MI,"$83,932","222xx 24th ave, ottawa county, mi"
Assault,07/17/2024 9:53 AM,Assault/Battery. 15 y/o son was asltd last night at this resd *tx*. Incident #,"221XX CROCKERY WOODS DR, Ottawa County, MI",43.4672118,-85.9717688,Ottawa County,MI,"$83,932","221xx crockery woods dr, ottawa county, mi"
Other,06/23/2024 1:13 PM,Animal Complaint. all blk cow loose in the rdway. Incident #,"228XX 32ND AVE, Ottawa County, MI",43.4672118,-85.9717688,Ottawa County,MI,"$83,932","228xx 32nd ave, ottawa county, mi"
Vandalism,06/23/2024 5:10 AM,Property Damage Crash. veh vs deer - tx to start. Incident #,"TRUMAN ST  / SQUIRES RD, Ottawa County, MI",43.4672118,-85.9717688,Ottawa County,MI,"$83,932","truman st  / squires rd, ottawa county, mi"
Theft,06/21/2024 12:42 PM,STOLEN VEHICLE. Agency,"00 BLOCK OF E WATERLOO ST NW CASNOVIA, CASNOVIA, MI",43.4672118,-85.9717688,CASNOVIA,MI,"$69,643","00 block of e waterloo st nw casnovia, casnovia, mi"
Vandalism,06/14/2024 4:31 AM,"Property Damage Crash. sil silverado vs deer, not blckg, deer deceased. Incident #","226XX 32ND AVE, Ottawa County, MI",43.4672118,-85.9717688,Ottawa County,MI,"$83,932","226xx 32nd ave, ottawa county, mi"
Assault,06/11/2024 9:32 PM,ASSAULT. Agency,"100 BLOCK OF E DIVISION ST NW CASNOVIA, CASNOVIA, MI",43.4672118,-85.9717688,CASNOVIA,MI,"$69,643","100 block of e division st nw casnovia, casnovia, mi"
Vandalism,06/09/2024 9:30 PM,Property Damage Crash. GREY CHEVY TRAVERSE V DEER - NOT BLKING. Incident #,"32ND AVE  / HOOVER ST, Ottawa County, MI",43.4672118,-85.9717688,Ottawa County,MI,"$83,932","32nd ave  / hoover st, ottawa county, mi"
Burglary,06/09/2024 5:53 AM,Breaking and Entering. caller's house broken into - see caller. Incident #,"30XX HOOVER ST, Ottawa County, MI",43.4672118,-85.9717688,Ottawa County,MI,"$83,932","30xx hoover st, ottawa county, mi"
Other,06/09/2024 3:24 AM,Animal Complaint. pitbull harassing caller's dogs. Incident #,"228XX 32ND AVE, Ottawa County, MI",43.4672118,-85.9717688,Ottawa County,MI,"$83,932","228xx 32nd ave, ottawa county, mi"
Theft,06/04/2024 7:57 AM,Larceny. Incident #,"222XX 24TH AVE, Ottawa County, MI",43.4672118,-85.9717688,Ottawa County,MI,"$83,932","222xx 24th ave, ottawa county, mi"
