Type,Date,Description,Address,Latitude,Longitude,City,State,Median Household Income,Address_Clean
Other,05/24/2024 7:25 AM,Animal Complaint. dog loose on property. Incident #,"25XX HOOVER ST, Ottawa County, MI",43.4672118,-85.9717688,Ottawa County,MI,"$83,932","25xx hoover st, ottawa county, mi"
Vandalism,05/18/2024 6:43 AM,Malicious Destruction of Prop. Incident #,"222XX 24TH AVE, Ottawa County, MI",43.4672118,-85.9717688,Ottawa County,MI,"$83,932","222xx 24th ave, ottawa county, mi"
Assault,05/15/2024 11:10 AM,Fight. GROUP OF JUVS FIGHTING - WAS PHYSICAL. Incident #,"222XX 24TH AVE, Ottawa County, MI",43.4672118,-85.9717688,Ottawa County,MI,"$83,932","222xx 24th ave, ottawa county, mi"
Other,05/13/2024 2:58 AM,Suspicious Person/Vehicle. UNK SUBJECTS FOLLOWING CALLER. Incident #,"236XX 36TH AVE, Ottawa County, MI",43.4672118,-85.9717688,Ottawa County,MI,"$83,932","236xx 36th ave, ottawa county, mi"
Other,05/12/2024 11:50 PM,ORDINANCE VIOLATION,"1900 BLOCK OF CARRIAGE RD, MUSKEGON, MI",43.4672118,-85.9717688,MUSKEGON,MI,"$40,900","1900 block of carriage rd, muskegon, mi"
Other,05/12/2024 1:01 PM,SUSPICIOUS SITUATIONS,"1900 BLOCK OF CARRIAGE RD, MUSKEGON, MI",43.4672118,-85.9717688,MUSKEGON,MI,"$40,900","1900 block of carriage rd, muskegon, mi"
Other,05/12/2024 4:11 AM,SUSPICIOUS SITUATIONS,"300 BLOCK OF SHONAT ST, MUSKEGON, MI",43.4672118,-85.9717688,MUSKEGON,MI,"$40,900","300 block of shonat st, muskegon, mi"
Theft,05/12/2024 3:20 AM,MOTOR VEHICLE THEFT,"400 BLOCK OF GLEN OAKS DR, MUSKEGON, MI",43.4672118,-85.9717688,MUSKEGON,MI,"$40,900","400 block of glen oaks dr, muskegon, mi"
Assault,05/11/2024 11:10 PM,ASSAULT & BATTERY / SIMPLE ASSAULT OR DOMESTIC,"700 BLOCK OF E SHERMAN BL, MUSKEGON HEIGHTS, MI",43.4672118,-85.9717688,MUSKEGON HEIGHTS,MI,"$35,216","700 block of e sherman bl, muskegon heights, mi"
Other,05/11/2024 6:04 AM,SUSPICIOUS SITUATIONS,"1900 BLOCK OF CARRIAGE RD, MUSKEGON, MI",43.4672118,-85.9717688,MUSKEGON,MI,"$40,900","1900 block of carriage rd, muskegon, mi"
Other,05/10/2024 5:57 AM,OBSTRUCTING POLICE,"100 BLOCK OF E LINCOLN BL AND RUSSELL RD, LAKEWOOD CLUB, MI",43.4672118,-85.9717688,LAKEWOOD CLUB,MI,"$63,796","100 block of e lincoln bl and russell rd, lakewood club, mi"
Other,05/07/2024 8:14 PM,CIVIL & FAMILY DISPUTES,"400 BLOCK OF GLEN OAKS DR, MUSKEGON, MI",43.4672118,-85.9717688,MUSKEGON,MI,"$40,900","400 block of glen oaks dr, muskegon, mi"
Other,05/06/2024 9:34 AM,CIVIL & FAMILY DISPUTES,"200 BLOCK OF TAFFY LN, MUSKEGON, MI",43.4672118,-85.9717688,MUSKEGON,MI,"$40,900","200 block of taffy ln, muskegon, mi"
Other,10/05/2024 2:34 PM,Runaway Juvenile. Incident #,"133XX FOX RIDGE CT, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","133xx fox ridge ct, ottawa county, mi"
Other,10/05/2024 1:09 AM,"Runaway Juvenile. 17 yo nephew, RAW - left overnight, out the back door. Incident #","133XX FOX RIDGE CT, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","133xx fox ridge ct, ottawa county, mi"
Arrest,10/01/2024 1:10 PM,Warrant. Incident #,"133XX US-31, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","133xx us-31, ottawa county, mi"
Vandalism,10/01/2024 8:39 AM,Property Damage Crash. black f-150 v black pick/up. Incident #,"166XX FERRIS ST, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","166xx ferris st, ottawa county, mi"
Theft,10/01/2024 7:40 AM,Fraud. Incident #,"123XX 168TH AVE, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","123xx 168th ave, ottawa county, mi"
Vandalism,09/26/2024 11:04 PM,Property Damage Crash. 2 veh not blking. Incident #,"LINCOLN ST / US-31, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","lincoln st / us-31, ottawa county, mi"
Theft,09/26/2024 8:56 AM,Fraud. *tx only* check fraud. Incident #,"130XX LAKESHORE DR, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","130xx lakeshore dr, ottawa county, mi"
Other,09/26/2024 6:52 AM,Miscellaneous Criminal. Incident #,"170XX FERRIS ST, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","170xx ferris st, ottawa county, mi"
Vandalism,09/26/2024 6:13 AM,Malicious Destruction of Prop. Incident #,"170XX FERRIS ST, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","170xx ferris st, ottawa county, mi"
Assault,09/25/2024 5:27 AM,Assault/Battery. Incident #,"170XX FERRIS ST, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","170xx ferris st, ottawa county, mi"
Vandalism,09/24/2024 9:52 AM,Property Damage Crash. grey hyundai gensis vs black honda accord - not blocking. Incident #,"US-31 / FERRIS ST, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","us-31 / ferris st, ottawa county, mi"
Other,09/22/2024 12:26 AM,Disorderly/Disturbance. construction crew making a lot of noise. Incident #,"161XX LINCOLN ST, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","161xx lincoln st, ottawa county, mi"
Other,09/19/2024 1:12 PM,Suspicious Person/Vehicle. susp veh in the parking lot. Incident #,"172XX LINCOLN ST, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","172xx lincoln st, ottawa county, mi"
Theft,09/17/2024 9:16 AM,Fraud. Incident #,"125XX LAKESHORE DR, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","125xx lakeshore dr, ottawa county, mi"
Vandalism,09/17/2024 1:47 AM,Property Damage Crash. Incident #,"170XX FERRIS ST, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","170xx ferris st, ottawa county, mi"
Shooting,09/16/2024 9:01 AM,Weapons/Shooting Complaint. juvenile in possesion of a firearm. Incident #,"133XX FOX RIDGE CT, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","133xx fox ridge ct, ottawa county, mi"
Other,09/16/2024 8:33 AM,Suspicious Person/Vehicle. Incident #,"170XX FERRIS ST, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","170xx ferris st, ottawa county, mi"
Other,09/15/2024 11:14 PM,Suspicious Person/Vehicle. male found sleeping in the wood by the bike trail now following female. Incident #,"168TH AVE / TIMBER DUNE DR, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","168th ave / timber dune dr, ottawa county, mi"
Other,09/15/2024 1:55 AM,Runaway Juvenile. Incident #,"US-31  / FERRIS ST, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","us-31  / ferris st, ottawa county, mi"
Theft,09/13/2024 11:50 PM,Larceny. golf cart and mower taken around 0530 - see caller. Incident #,"127XX 168TH AVE, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","127xx 168th ave, ottawa county, mi"
Vandalism,09/11/2024 2:24 PM,Property Damage Crash. VEH CAME INTO CALLERS YARD AND HIT BUSHES. Incident #,"123XX 168TH AVE, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","123xx 168th ave, ottawa county, mi"
Vandalism,09/10/2024 6:51 AM,Property Damage Crash. gray suv vs tan suv - partially blking. Incident #,"FERRIS ST  / US-31, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","ferris st  / us-31, ottawa county, mi"
Other,09/08/2024 12:31 PM,Hold Up/Panic Alarm. comm hold up alarm. Incident #,"130XX US-31, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","130xx us-31, ottawa county, mi"
Other,09/06/2024 7:02 AM,Suspicious Person/Vehicle. male poss owi with children in the veh. Incident #,"170XX FERRIS ST, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","170xx ferris st, ottawa county, mi"
Other,09/06/2024 12:37 AM,Suspicious Person/Vehicle. Incident #,"170XX FERRIS ST, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","170xx ferris st, ottawa county, mi"
Burglary,09/04/2024 11:49 PM,Burglary Alarm. comm burglary. Incident #,"129XX 168TH AVE, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","129xx 168th ave, ottawa county, mi"
Vandalism,08/31/2024 2:21 AM,"Malicious Destruction of Prop. unk subj cut the lock at the storage unit, unk if anything is missing - meet at the unit. Incident #","167XX FERRIS ST, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","167xx ferris st, ottawa county, mi"
Vandalism,08/28/2024 6:38 PM,Property Damage Crash. blu prius / 2 deer. Incident #,"US-31  / BUCHANAN ST, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","us-31  / buchanan st, ottawa county, mi"
Other,08/26/2024 4:54 PM,Intoxicated Person. intox male sleeping out back. Incident #,"121XX WEST OLIVE RD, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","121xx west olive rd, ottawa county, mi"
Other,08/26/2024 12:21 AM,Civil Matters Non-Criminal. neighbor on caller's property removing trees. Incident #,"171XX LINCOLN ST, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","171xx lincoln st, ottawa county, mi"
Other,08/25/2024 10:59 AM,Hit and Run w/o Injuries. veh struck caller's mailbox td 10 min. Incident #,"167XX WARNER ST, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","167xx warner st, ottawa county, mi"
Assault,08/25/2024 9:51 AM,Fight. 3 subjects fighting along side of the road now contiuned nb in white pick up. Incident #,"US-31  / LINCOLN ST, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","us-31  / lincoln st, ottawa county, mi"
Vandalism,08/23/2024 8:27 AM,Property Damage Crash. veh vs deer - occurred this morning. Incident #,"LAKESHORE DR  / FERRIS ST, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","lakeshore dr  / ferris st, ottawa county, mi"
Other,08/22/2024 6:43 AM,Disorderly/Disturbance. male back at the office. Incident #,"133XX 168TH AVE, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","133xx 168th ave, ottawa county, mi"
Vandalism,08/19/2024 10:48 AM,Malicious Destruction of Prop. shattered sliding glass door. Incident #,"125XX RETREAT DR, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","125xx retreat dr, ottawa county, mi"
Burglary,08/17/2024 11:20 PM,Burglary Alarm. resd intrustion alarm. Incident #,"172XX BURKSHIRE DR, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","172xx burkshire dr, ottawa county, mi"
Other,08/16/2024 9:29 PM,Civil Matters Non-Criminal. REF DOG - TX TO START. Incident #,"166XX PINE DUNES CT, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","166xx pine dunes ct, ottawa county, mi"
Other,08/16/2024 7:48 PM,Hold Up/Panic Alarm. hold up alarm. Incident #,"121XX WEST OLIVE RD, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","121xx west olive rd, ottawa county, mi"
Other,08/16/2024 8:37 AM,Suspicious Person/Vehicle. q's ref poss. contractor scam - tx. only. Incident #,"118XX 168TH AVE, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","118xx 168th ave, ottawa county, mi"
Burglary,08/16/2024 7:49 AM,Breaking and Entering. TRAILER BROKEN INTO LAST NIGHT. Incident #,"167XX FERRIS ST, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","167xx ferris st, ottawa county, mi"
Theft,08/15/2024 11:03 PM,Larceny. Incident #,"132XX 168TH AVE, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","132xx 168th ave, ottawa county, mi"
Theft,08/15/2024 10:44 PM,Larceny. construction trailer broken into & tools stolen overnight - see the caller. Incident #,"132XX 168TH AVE, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","132xx 168th ave, ottawa county, mi"
Vandalism,08/13/2024 3:09 AM,Property Damage Crash. multiple veh crash. Incident #,"168TH AVE  / HEMLOCK DR, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","168th ave  / hemlock dr, ottawa county, mi"
Theft,08/13/2024 3:01 AM,"Larceny. VEHICLE GONE THROUGH LAST NIGHT, WORK BADGE TAKEN TX TO START. Incident #","127XX SANCTUARY PL, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","127xx sanctuary pl, ottawa county, mi"
Theft,08/11/2024 5:24 AM,Larceny. airpods stolen from backpack - tx. only. Incident #,"170XX FERRIS ST, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","170xx ferris st, ottawa county, mi"
Other,08/10/2024 6:06 PM,Disorderly/Disturbance. customers pressuring caller to sell alcohol. Incident #,"121XX WEST OLIVE RD, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","121xx west olive rd, ottawa county, mi"
Other,08/10/2024 12:31 PM,Miscellaneous Criminal. Incident #,"129XX US-31, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","129xx us-31, ottawa county, mi"
Other,08/09/2024 3:18 AM,Miscellaneous Criminal. misc ref probation. Incident #,"123XX 168TH AVE, Ottawa County, MI",43.00125798,-86.20386762,Ottawa County,MI,"$83,932","123xx 168th ave, ottawa county, mi"
Shooting,08/31/2024 10:00 PM,A 48 Year Old Man Who Was Shot In The Upper Body.,"1600 BLOCK OF BIEDLER STREET, Muskegon, MI",43.234072125,-86.2532715625,Muskegon,MI,"$40,900","1600 block of biedler street, muskegon, mi"
Shooting,07/17/2024 8:50 AM,A Man Arrived At A Walk-In Clinic With Gunshot Wounds. He Had Been Shot Twice In The Leg.,"1500 BLOCK OF CLINTON ST, Muskegon, MI",43.234072125,-86.2532715625,Muskegon,MI,"$40,900","1500 block of clinton st, muskegon, mi"
Other,05/14/2024 11:00 PM,NEIGHBOR TROUBLES,"700 BLOCK OF W SOUTHERN AV, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","700 block of w southern av, muskegon, mi"
Other,05/14/2024 8:16 PM,CIVIL & FAMILY DISPUTES,"1300 BLOCK OF PECK ST, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","1300 block of peck st, muskegon, mi"
Other,05/14/2024 7:38 PM,SUSPICIOUS SITUATIONS,"200 BLOCK OF HOUSTON AV AND 2ND ST, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","200 block of houston av and 2nd st, muskegon, mi"
Other,05/14/2024 7:31 PM,SUSPICIOUS SITUATIONS,"200 BLOCK OF WASHINGTON AV, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","200 block of washington av, muskegon, mi"
Other,05/14/2024 6:24 PM,DELINQUENT MINORS U/17,"400 BLOCK OF AMITY AV, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","400 block of amity av, muskegon, mi"
Theft,05/14/2024 4:16 PM,LARCENY (OTHER ),"900 BLOCK OF TERRACE ST, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","900 block of terrace st, muskegon, mi"
Theft,05/14/2024 3:29 PM,FAILED TO PAY,"900 BLOCK OF TERRACE ST, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","900 block of terrace st, muskegon, mi"
Theft,05/14/2024 1:38 PM,RETAIL FRAUD,"900 BLOCK OF TERRACE ST, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","900 block of terrace st, muskegon, mi"
Other,05/14/2024 11:48 AM,CIVIL & FAMILY DISPUTES,"1500 BLOCK OF PARK ST, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","1500 block of park st, muskegon, mi"
Burglary,05/14/2024 11:09 AM,BURGLARY,"900 BLOCK OF TERRACE ST, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","900 block of terrace st, muskegon, mi"
Assault,05/14/2024 11:05 AM,ASSAULT OTHER,"900 BLOCK OF TERRACE ST, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","900 block of terrace st, muskegon, mi"
Theft,05/14/2024 10:51 AM,LARCENY,"1700 BLOCK OF 7TH ST, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","1700 block of 7th st, muskegon, mi"
Other,05/14/2024 7:43 AM,SUSPICIOUS SITUATIONS,"700 BLOCK OF W GRAND AV, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","700 block of w grand av, muskegon, mi"
Arrest,05/14/2024 3:50 AM,WARRANT ARREST - ASSIST OTHER AGENCY,"900 BLOCK OF TERRACE ST, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","900 block of terrace st, muskegon, mi"
Assault,05/14/2024 1:55 AM,NONAGGRAVATED ASSAULT,"900 BLOCK OF TERRACE ST, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","900 block of terrace st, muskegon, mi"
Other,05/14/2024 1:42 AM,OBSTRUCTING JUSTICE,"600 BLOCK OF W SOUTHERN AV, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","600 block of w southern av, muskegon, mi"
Other,05/14/2024 1:10 AM,SUSPICIOUS SITUATIONS,"1200 BLOCK OF PINE ST AND CATHERINE AV, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","1200 block of pine st and catherine av, muskegon, mi"
Assault,05/13/2024 8:44 PM,NONAGGRAVATED ASSAULT,"900 BLOCK OF TERRACE ST, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","900 block of terrace st, muskegon, mi"
Other,05/13/2024 8:11 PM,ANIMALS - OTHER,"1500 BLOCK OF DIVISION ST, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","1500 block of division st, muskegon, mi"
Other,05/13/2024 8:03 PM,OBSTRUCTING JUSTICE,"800 BLOCK OF W SOUTHERN AV, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","800 block of w southern av, muskegon, mi"
Other,05/13/2024 7:34 PM,OBSTRUCTING JUSTICE,"300 BLOCK OF IONA AV, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","300 block of iona av, muskegon, mi"
Other,05/13/2024 7:27 PM,SUSPICIOUS SITUATIONS,"400 BLOCK OF E ISABELLA AV AND WILLIAMS ST, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","400 block of e isabella av and williams st, muskegon, mi"
Other,05/13/2024 6:30 PM,NEIGHBOR TROUBLES,"700 BLOCK OF SPRING ST, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","700 block of spring st, muskegon, mi"
Other,05/13/2024 2:52 PM,SUSPICIOUS SITUATIONS,"300 BLOCK OF W WESTERN AV, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","300 block of w western av, muskegon, mi"
Other,05/13/2024 2:11 PM,SUSPICIOUS SITUATIONS,"1900 BLOCK OF PECK ST, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","1900 block of peck st, muskegon, mi"
Other,05/13/2024 1:36 PM,SUSPICIOUS SITUATIONS,"1000 BLOCK OF TERRACE ST, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","1000 block of terrace st, muskegon, mi"
Other,05/13/2024 1:15 PM,OBSTRUCTING JUSTICE,"900 BLOCK OF JEFFERSON ST, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","900 block of jefferson st, muskegon, mi"
Other,05/13/2024 12:31 PM,CIVIL & FAMILY DISPUTES,"1500 BLOCK OF PECK ST, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","1500 block of peck st, muskegon, mi"
Other,05/13/2024 12:00 PM,SUSPICIOUS SITUATIONS,"1900 BLOCK OF JEFFERSON ST, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","1900 block of jefferson st, muskegon, mi"
Other,05/13/2024 11:45 AM,GENERAL NON-CRIMINAL,"1600 BLOCK OF 7TH ST, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","1600 block of 7th st, muskegon, mi"
Other,05/13/2024 10:29 AM,SUSPICIOUS SITUATIONS,"900 BLOCK OF JEFFERSON ST, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","900 block of jefferson st, muskegon, mi"
Vandalism,05/13/2024 8:01 AM,DAMAGE TO PROPERTY,"200 BLOCK OF MASON AV, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","200 block of mason av, muskegon, mi"
Other,05/12/2024 11:53 PM,SUSPICIOUS SITUATIONS,"300 BLOCK OF MYRTLE AV, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","300 block of myrtle av, muskegon, mi"
Other,05/12/2024 11:37 PM,ORDINANCE VIOLATION,"500 BLOCK OF W CLAY AV, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","500 block of w clay av, muskegon, mi"
Other,05/12/2024 10:53 PM,ORDINANCE VIOLATION,"300 BLOCK OF AMITY AV, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","300 block of amity av, muskegon, mi"
Other,05/12/2024 9:45 PM,SUSPICIOUS SITUATIONS,"800 BLOCK OF SPRING ST, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","800 block of spring st, muskegon, mi"
Other,05/12/2024 9:04 PM,SUSPICIOUS SITUATIONS,"1100 BLOCK OF SPRING ST, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","1100 block of spring st, muskegon, mi"
Arrest,05/12/2024 8:55 PM,WARRANT ARREST - ASSIST OTHER AGENCY,"900 BLOCK OF TERRACE ST, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","900 block of terrace st, muskegon, mi"
Assault,05/12/2024 7:45 PM,NONAGGRAVATED ASSAULT,"1300 BLOCK OF PINE ST, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","1300 block of pine st, muskegon, mi"
Other,05/12/2024 6:08 PM,ORDINANCE VIOLATION,"1900 BLOCK OF 5TH ST AND W HOLBROOK AV, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","1900 block of 5th st and w holbrook av, muskegon, mi"
Other,05/12/2024 5:36 PM,ORDINANCE VIOLATION,"300 BLOCK OF MERRILL AV, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","300 block of merrill av, muskegon, mi"
Other,05/12/2024 4:01 PM,SUSPICIOUS SITUATIONS,"1200 BLOCK OF SPRING ST, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","1200 block of spring st, muskegon, mi"
Assault,05/12/2024 2:12 PM,HARASSMENT,"1000 BLOCK OF SOPHIA ST, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","1000 block of sophia st, muskegon, mi"
Burglary,05/12/2024 10:58 AM,BURGLARY,"900 BLOCK OF W WESTERN AV, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","900 block of w western av, muskegon, mi"
Other,05/12/2024 6:43 AM,CIVIL & FAMILY DISPUTES,"500 BLOCK OF W WESTERN AV, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","500 block of w western av, muskegon, mi"
Other,05/12/2024 6:27 AM,CIVIL & FAMILY DISPUTES,"700 BLOCK OF TERRACE POINT RD, MUSKEGON, MI",43.234072125,-86.2532715625,MUSKEGON,MI,"$40,900","700 block of terrace point rd, muskegon, mi"
Assault,08/17/2024 3:00 PM,"Officers Found Two Men Suffering From Severe Lacerations And Puncture Wounds That Had Been Caused By Edged Weapons.One Of Them, A 33-Year-Old Man, Died From His Injuries. The Other, A 35-Year-Old Man, Underwent Emergency Surgery For Serious Injuries.","1700 BLOCK OF O'ROURKE BLVD, Gaylord, MI",45.0217722,-84.6646818,Gaylord,MI,"$38,697","1700 block of o'rourke blvd, gaylord, mi"
Arrest,03/09/2024 12:43 AM,A 46-Year-Old Man Arrested For Felony Assault After Allegedly Reversing A Pickup Truck Into A Stopped Vehicle During A Road Rage Incident.,"HAMMOND ROAD, Grand Traverse County, MI",44.76471195,-85.58766284431323,Grand Traverse County,MI,"$75,553","hammond road, grand traverse county, mi"
Arrest,03/09/2024 12:43 AM,A 46-Year-Old Man Arrested For Felony Assault After Allegedly Reversing A Pickup Truck Into A Stopped Vehicle During A Road Rage Incident.,"HAMMOND ROAD, Grand Traverse County, MI",44.764866,-85.6058998,Grand Traverse County,MI,"$75,553","hammond road, grand traverse county, mi"
